"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Netherlands","Thousand units","766","","754","","880","","1019","","1022","","1156","","1042","","1086","","1058","","887","","903","","975","","971","","","","","","","","882","","","","950","","946","","1062.788","","887.131",""
"Pakistan","Thousand units","473","1","545","1","432","1","452","1","504","1","534.097","1","569.56","1","553.395","1","629.695","1","664.106","1","587.909","1","589.61","1","486.35","1","535.519","1","419.897","1","447.207","1","345.272","1","262.096","1","232.979","1","203.669","1","210.931","1","",""
"Peru","Thousand units","57.239","","46.014","","53.117","","10.595","","8.576","","14.699","","16.839","","16.909","","19.044","","22.914","","23.29","","22.014","","","","","","","","","","","","","","","","","","","","",""
"Poland","Mil. USD","","","","","","","","","","","56.1196021697739","","58.2818339480691","","86.4208625746522","","111.183250515868","","131.013380661947","","133.024947328838","","146.785935834191","","168.391770082552","","208.728140729594","","148.20532187374","","141.583225549697","","151.442140795057","","147.856235255978","","160.126979422779","","184.432498098305","","196.710439050272","","218.525829910218",""
"Poland","Thousand units","1090","","1132","","1225","","1198","","1352","","1416.4","12","1273.6","","1441.8","","1562.4","","1681.9","","1431.6","","1497.2","","1436.4","","1432.4","","1002.832","","872.805","","923.536","","988.5","","964.2","","994.8","","1135.2","","1102.6",""
"Portugal","Mil. USD","31.6008572956138","","39.4918912781905","","36.6860567350823","","34.1930198492675","","30.2958786007507","","17.6651255565341","","17.1819187300337","","33.1823337218111","","53.6866870258013","","63.3253245422883","","87.0892453862607","","97.8595697748934","","163.053766060461","","190.957955309691","","153.331992994798","","164.72926502219","","86.2689138755145","","96.1973837054086","","361.36957299951","","471.007223896722","","216.149265092094","","275.853148042716",""
"Portugal","Thousand units","378.274","","482.652","","471.344","","468.621","","445.267","","293.553","","277.272","","419.539","","497.239","","549","","737.543","","824.739","","1032.161","","1212.195","","1039.701","","1087.127","","529.758","","706.622","","2158.99","","2786.72","","2917.046","","1859.132",""
"Republic of Korea","Thousand units","943.967","","846.162","","741.17","","522.486","","425.766","","542.004","","450.082","","246.509","","150.264","","147.397","","157","","","","","","","","","","","","","","","","","","","","","","",""
"Romania","Mil. USD","","","","","","","","","","","","","","","1.20797097481412","","2.78764465487461","","5.55082869466311","","8.60775067085025","","9.90678715312184","","32.3760894083872","","","","40.1246177432711","","84.476855785267","","103.101798838332","","","","102.825291087735","","122.164413624251","","81.5015394789464","","60.596622769358",""
"Romania","Thousand units","22","","19","","6","","6","","3","","4","","3","","31.395","","66.261","","112.666","","146.258","","111.072","","277","","","","397","","789","","851","","","","899","","591","","565","","563.38",""
"Russian Federation","Thousand units","562.806","","348","","424","","359","","425","","639","","514","","509","","416","","341","","236","","1048","","1513","","1434","","399","","1288","","1533","","1674","","2014","","2173","","1179","","1129",""
"Serbia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86399712072079","4"
"Serbia","Thousand units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.124","4"
"Serbia and Montenegro","Thousand units","43","","34","","37","","50","","17.795","12","15.509","","20.201","","24.708","","2.544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","Mil. USD","","","","","","","","","","","","","1.59239510700413","","","","","","","","","","1.78467703238515","","1.05287312878798","","6.83475268884319","","5.24558565230716","","3.97327336881578","","2.7802675631286","","","","","","12.485891231473","","12.6888330091261","","12.2473116995958",""
"Slovakia","Thousand units","","","22","","","","3","","9","","18","","15.702","","","","","","","","","","10.253","","7.422","","56.958","","40.334","","25.761","","20.924","","","","","","68.353","","73.762","","61.892",""
"Slovenia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","0","","","","","","",""
"Slovenia","Thousand units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","0","","","","","","",""
"Spain","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.922455581424","","114.185688836228","","120.732770381898","","106.470410705018","","118.358232646022",""
