,Technology Name,Country Name,num values,num years,First Year of Data,First Value,Last Year of Data,Last Value
2757,Radio,GAB,40,40,1960,22.0,1999,4461.0
41,Radio,LUX,62,62,1938,34.0,1999,8834.0
17,Radio,CHE,75,75,1925,34.0,1999,232380.0
139,Railroad,LKA,128,128,1871,119.0,1998,1500.0
3935,Railroad,LBN,27,27,1949,417.0,1975,417.0
51,Railroad,MEX,133,133,1850,13.0,1999,26662.0
145,Railroad,ZAF,126,126,1873,97.0,1998,21000.0
163,Railroad,SLE,74,74,1899,51.0,1972,333.0
165,Railroad,SEN,111,111,1883,13.0,1998,1200.0
301,Railroad,HTI,70,70,1899,16.0,1970,121.0
1747,Railroad,PAK,50,50,1948,8555.0,1998,8800.0
1884,Railroad,LBY,44,44,1921,230.0,1972,342.0
474,Railroad,CHN,83,83,1892,225.0,1998,53950.0
1875,Railroad,MRT,31,31,1963,650.0,1993,650.0
146,Railroad,NGA,98,98,1901,200.0,1998,3523.0
141,Railroad,VEN,128,128,1870,13.0,1999,627.0
18,Railroad,GBR,168,168,1825,43.0,2000,16878.0
322,Railroad,CRI,115,115,1873,68.0,1993,442.0
359,Railroad,DOM,105,105,1885,80.0,1993,142.0
364,Railroad,MYS,103,103,1886,56.0,1993,1444.0
407,Railroad,CIV,91,91,1907,82.0,1998,1150.0
404,Railroad,MAR,88,88,1911,15.0,1998,1923.0
371,Railroad,BOL,101,101,1890,138.0,1993,3694.0
26,Railroad,CHE,142,142,1847,23.0,1993,5029.0
25,Railroad,BEL,154,154,1835,20.0,1993,3410.0
403,Railroad,MDG,93,93,1906,149.0,1998,1030.0
400,Railroad,ZMB,73,73,1922,814.0,1998,1273.0
13,Railroad,PRT,143,143,1854,37.0,2000,2850.0
24,Railroad,PAN,140,140,1855,76.0,1999,485.0
398,Railroad,UGA,87,87,1912,89.0,1998,1100.0
23,Railroad,DEU,155,155,1835,6.0,2001,40826.0
57,Railroad,ROU,112,112,1870,219.0,2000,11385.0
56,Railroad,COL,126,126,1871,24.0,1999,1983.0
27,Railroad,NLD,147,147,1839,17.0,1993,2757.0
321,Railroad,PER,115,115,1883,915.0,1999,2015.0
410,Railroad,SDN,93,93,1906,1696.0,1998,4756.0
411,Railroad,COG,71,71,1927,82.0,1998,820.0
150,Railroad,SLV,118,118,1882,20.0,1999,547.0
66,Railroad,GUY,127,127,1848,10.0,1974,30.0
442,Railroad,CMR,83,83,1909,107.0,1998,1186.0
440,Railroad,TGO,87,87,1906,72.0,1998,514.0
151,Railroad,NIC,118,118,1882,35.0,1999,218.0
152,Railroad,CUB,118,118,1837,26.0,2004,4184.0
153,Railroad,AUS,125,125,1869,1357.0,1993,36652.0
328,Railroad,HND,109,109,1880,60.0,1993,996.0
29,Railroad,GRC,119,119,1869,9.0,2000,2548.0
438,Railroad,TUN,88,88,1909,1351.0,1998,2500.0
433,Railroad,SOM,30,30,1924,30.0,1953,113.0
28,Railroad,RUS,148,148,1838,23.0,2000,150000.0
12,Railroad,ITA,159,159,1839,8.0,2000,19394.0
61,Railroad,BGR,111,111,1870,224.0,2000,4249.0
422,Railroad,MWI,90,90,1905,48.0,1995,797.0
356,Railroad,TUR,106,106,1865,75.0,1998,8435.0
16,Railroad,ESP,145,145,1848,24.0,2000,13950.0
392,Railroad,ZWE,75,75,1922,2015.0,1998,2836.0
125,Railroad,AGO,104,104,1889,60.0,1993,2523.0
8,Railroad,DNK,153,153,1847,38.0,2000,2859.0
574,Railroad,HUN,70,70,1921,9200.0,2000,7606.0
7,Railroad,NOR,147,147,1854,68.0,2000,4012.0
289,Railroad,GTM,114,114,1880,21.0,1993,1139.0
1833,Railroad,BGD,46,46,1947,2599.0,1993,2706.0
1831,Railroad,ISR,46,46,1948,63.0,1993,573.0
5592,Railroad,KHM,13,13,1955,385.0,1967,385.0
293,Railroad,TZA,97,97,1895,14.0,1998,4460.0
126,Railroad,CHL,131,131,1860,151.0,1999,4923.0
49,Railroad,AUT,141,141,1837,14.0,1993,6651.0
137,Railroad,NZL,121,121,1873,233.0,1995,3973.0
3254,Railroad,SRB,29,29,1884,253.0,1912,976.0
123,Railroad,MUS,96,96,1864,50.0,1959,132.0
122,Railroad,BEN,91,91,1903,102.0,1993,579.0
21,Railroad,USA,166,166,1830,36.0,1995,231000.0
121,Railroad,GIN,90,90,1904,148.0,1993,940.0
646,Railroad,POL,65,65,1922,18323.0,1993,24926.0
37,Railroad,URY,131,131,1869,20.0,1999,2993.0
105,Railroad,MOZ,109,109,1889,34.0,1998,3150.0
659,Railroad,,64,64,1920,13430.0,1991,13115.0
664,Railroad,SYR,64,64,1922,465.0,1988,1725.0
683,Railroad,ERI,57,57,1911,121.0,1975,306.0
5,Railroad,FIN,140,140,1861,107.0,2000,5865.0
5296,Railroad,,17,17,1955,1127.0,1971,1250.0
118,Railroad,ETH,91,91,1903,309.0,1993,681.0
98,Railroad,IND,138,138,1853,32.0,1990,62367.0
103,Railroad,KEN,101,101,1898,163.0,1998,2780.0
76,Railroad,JPN,126,126,1872,22.0,1997,20158.0
96,Railroad,TWN,95,95,1897,97.0,1998,1110.0
517,Railroad,SUR,55,55,1905,60.0,1974,86.0
520,Railroad,PHL,76,76,1900,162.0,1987,921.0
1730,Railroad,SAU,45,45,1951,402.0,1998,1036.0
44,Railroad,ECU,124,124,1876,41.0,1999,956.0
90,Railroad,ARG,129,129,1857,9.0,1993,35753.0
10,Railroad,SWE,144,144,1856,66.0,2000,12821.0
1549,Railroad,NAM,21,21,1897,20.0,1922,2261.0
50,Railroad,PRY,137,137,1861,14.0,1999,441.0
112,Railroad,EGY,128,128,1869,1310.0,1998,8600.0
1610,Railroad,KOR,54,54,1945,2558.0,1998,4035.0
42,Railroad,BRA,146,146,1854,14.0,1999,30403.0
288,Railroad,BLZ,33,33,1909,31.0,1941,14.0
102,Railroad,GHA,98,98,1901,64.0,1998,925.0
643,Railroad,IRQ,66,66,1921,1443.0,1988,1721.0
6,Railroad,FRA,173,173,1828,17.0,2000,31939.0
34,Railroad,CAN,158,158,1836,25.0,1993,55523.0
286,Railroad,COD,99,99,1893,40.0,1998,5118.0
546,Railroad,BWA,74,74,1920,634.0,1993,714.0
132,Railroad,THA,85,85,1898,94.0,1987,2203.0
131,Railroad,DZA,130,130,1862,36.0,1993,3945.0
107,Railroad,IDN,121,121,1867,10.0,1998,6700.0
1852,Railroad,MMR,45,45,1933,3310.0,1993,2149.0
2795,Railroad,MLI,39,39,1960,645.0,1998,642.0
113,Railroad,IRN,99,99,1888,9.0,1998,5022.0
80,Railroad,IRL,138,138,1840,21.0,1993,2812.0
458,Rare Earth Mine Production,USA,84,84,1900,383.9181868950112,2019,47355.54728220402
5304,Raw Steel Production,BGD,17,17,1990,75000.0,2006,10000.0
4971,Raw Steel Production,DEU,21,21,1991,42200000.0,2011,44300000.0
4977,Raw Steel Production,IDN,21,21,1990,2890000.0,2011,3800000.0
5078,Raw Steel Production,UKR,20,20,1992,41800000.0,2011,35300000.0
4996,Raw Steel Production,JOR,20,20,1990,179000.0,2011,150000.0
5069,Raw Steel Production,UZB,20,20,1992,630000.0,2011,760000.0
5091,Raw Steel Production,RUS,20,20,1992,67000000.0,2011,68000000.0
5094,Raw Steel Production,SVN,20,20,1992,401000.0,2011,600000.0
5060,Raw Steel Production,MKD,20,20,1992,171000.0,2011,386000.0
5746,Raw Steel Production,,12,12,1992,665000.0,2003,576000.0
5056,Raw Steel Production,BLR,20,20,1992,1110000.0,2011,2700000.0
5718,Raw Steel Production,ARE,12,12,2000,70000.0,2011,100000.0
5054,Raw Steel Production,BIH,20,20,1992,135000.0,2011,649000.0
5053,Raw Steel Production,MMR,20,20,1991,25000.0,2011,25000.0
4574,Raw Steel Production,ESP,22,22,1990,12700000.0,2011,19100000.0
5048,Raw Steel Production,HRV,20,20,1992,102000.0,2011,100000.0
5140,Raw Steel Production,SVK,19,19,1993,3770000.0,2011,4500000.0
5145,Raw Steel Production,CZE,19,19,1993,6740000.0,2011,5580000.0
5150,Raw Steel Production,GTM,19,19,1990,21000.0,2011,445000.0
6025,Raw Steel Production,DOM,10,10,1990,36000.0,2002,61000.0
5766,Raw Steel Production,IRL,12,12,1990,326000.0,2001,110000.0
5767,Raw Steel Production,IRQ,12,12,1990,150000.0,2001,50000.0
6020,Raw Steel Production,GHA,10,10,1998,75000.0,2007,25000.0
5009,Raw Steel Production,MDA,20,20,1992,619000.0,2011,321000.0
5376,Raw Steel Production,AZE,16,16,1992,385000.0,2011,150000.0
5002,Raw Steel Production,LVA,20,20,1992,246000.0,2011,550000.0
4995,Raw Steel Production,KAZ,20,20,1992,5680000.0,2011,4810000.0
5336,Raw Steel Production,MRT,17,17,1991,7000.0,2011,1500.0
5098,Raw Steel Production,ZWE,20,20,1990,580000.0,2009,10000.0
4829,Raw Steel Production,AUT,22,22,1990,4240000.0,2011,7470000.0
4773,Raw Steel Production,SWE,22,22,1990,4450000.0,2011,4900000.0
4772,Raw Steel Production,CHE,22,22,1990,1110000.0,2011,1250000.0
4771,Raw Steel Production,SYR,22,22,1990,76000.0,2011,70000.0
4767,Raw Steel Production,TWN,22,22,1990,9750000.0,2011,22900000.0
4766,Raw Steel Production,THA,22,22,1990,685000.0,2011,4100000.0
4765,Raw Steel Production,TTO,22,22,1990,372000.0,2011,610000.0
4764,Raw Steel Production,TUN,22,22,1990,177000.0,2011,150000.0
4763,Raw Steel Production,TUR,22,22,1990,9410000.0,2011,34000000.0
4762,Raw Steel Production,GBR,22,22,1990,17900000.0,2011,9500000.0
4761,Raw Steel Production,URY,22,22,1990,38000.0,2011,70000.0
4758,Raw Steel Production,VEN,22,22,1990,3180000.0,2011,5000000.0
4755,Raw Steel Production,VNM,22,22,1990,102000.0,2011,4300000.0
4930,Raw Steel Production,LKA,21,21,1991,30000.0,2011,30000.0
4743,Raw Steel Production,ZAF,22,22,1990,8620000.0,2011,6650000.0
4742,Raw Steel Production,SGP,22,22,1990,489000.0,2011,650000.0
4774,Raw Steel Production,IND,22,22,1990,15000000.0,2011,72200000.0
4775,Raw Steel Production,HUN,22,22,1990,2960000.0,2011,1730000.0
4792,Raw Steel Production,HKG,22,22,1990,350000.0,2011,200000.0
4811,Raw Steel Production,GRC,22,22,1990,999000.0,2011,2000000.0
4833,Raw Steel Production,ALB,22,22,1990,65000.0,2011,440000.0
4832,Raw Steel Production,DZA,22,22,1990,836000.0,2011,440000.0
4831,Raw Steel Production,ARG,22,22,1990,3640000.0,2011,5660000.0
4830,Raw Steel Production,AUS,22,22,1990,6670000.0,2011,6540000.0
4828,Raw Steel Production,BEL,22,22,1990,11400000.0,2011,8000000.0
4827,Raw Steel Production,BRA,22,22,1990,20600000.0,2011,33100000.0
4826,Raw Steel Production,BGR,22,22,1990,2180000.0,2011,834000.0
4741,Raw Steel Production,SAU,22,22,1990,1830000.0,2011,5300000.0
4824,Raw Steel Production,CAN,22,22,1990,12300000.0,2011,12900000.0
4822,Raw Steel Production,CHN,22,22,1990,66100000.0,2011,683000000.0
4821,Raw Steel Production,COL,22,22,1990,701000.0,2011,1290000.0
4819,Raw Steel Production,CUB,22,22,1990,255000.0,2011,290000.0
4818,Raw Steel Production,ECU,22,22,1990,20000.0,2011,525000.0
4817,Raw Steel Production,EGY,22,22,1990,2240000.0,2011,6490000.0
4813,Raw Steel Production,FIN,22,22,1990,2860000.0,2011,4000000.0
4812,Raw Steel Production,FRA,22,22,1990,19000000.0,2011,15800000.0
4823,Raw Steel Production,CHL,22,22,1990,772000.0,2011,1620000.0
4739,Raw Steel Production,IRN,22,22,1990,1430000.0,2011,13000000.0
4815,Raw Steel Production,SLV,22,22,1990,21000.0,2011,100000.0
4731,Raw Steel Production,MYS,22,22,1990,1200000.0,2011,5800000.0
4728,Raw Steel Production,MAR,22,22,1990,7000.0,2011,475000.0
254,Raw Steel Production,USA,120,120,1900,15627330.603127329,2019,148493466.12062547
4730,Raw Steel Production,MEX,22,22,1990,8730000.0,2011,18100000.0
4937,Raw Steel Production,UGA,21,21,1991,20000.0,2011,10000.0
4720,Raw Steel Production,PAK,22,22,1990,1000000.0,2011,1200000.0
4732,Raw Steel Production,LUX,22,22,1990,3560000.0,2011,2500000.0
4711,Raw Steel Production,ROU,22,22,1990,9760000.0,2011,3800000.0
4733,Raw Steel Production,LBY,22,22,1990,492000.0,2011,100000.0
4725,Raw Steel Production,NZL,22,22,1990,719000.0,2011,844000.0
4710,Raw Steel Production,NOR,22,22,1990,383000.0,2011,600000.0
4734,Raw Steel Production,KOR,22,22,1990,23100000.0,2011,68500000.0
4727,Raw Steel Production,NLD,22,22,1990,5410000.0,2011,6900000.0
4714,Raw Steel Production,POL,22,22,1990,13600000.0,2011,8790000.0
4713,Raw Steel Production,PRT,22,22,1990,744000.0,2011,1400000.0
5672,Raw Steel Production,DNK,13,13,1990,610000.0,2002,392000.0
4738,Raw Steel Production,ISR,22,22,1990,144000.0,2011,480000.0
4737,Raw Steel Production,ITA,22,22,1990,25400000.0,2011,28700000.0
4736,Raw Steel Production,JPN,22,22,1990,110000000.0,2011,108000000.0
4735,Raw Steel Production,PRK,22,22,1990,8000000.0,2011,1300000.0
4718,Raw Steel Production,PRY,22,22,1990,48000.0,2011,130000.0
4717,Raw Steel Production,PER,22,22,1990,284000.0,2011,1200000.0
4712,Raw Steel Production,QAT,22,22,1990,580000.0,2011,2000000.0
4716,Raw Steel Production,PHL,22,22,1990,600000.0,2011,800000.0
3101,Real-Time Gross Settlement Adoption,USA,35,35,1971,0.0056999999999999,2005,0.52
451,Refrigerators,USA,86,86,1918,1.253082196940078,2003,34418.202919339514
1464,Renewable Power,JPN,52,52,1970,0.242704,2021,130.27381674326472
1412,Renewable Power,ITA,57,57,1965,2.676,2021,71.44134502120173
1465,Renewable Power,PHL,45,45,1977,0.001,2021,13.50393806071217
1415,Renewable Power,LUX,45,45,1977,0.013,2021,0.9501087271581354
1538,Renewable Power,USA,57,57,1965,13.332232095652646,2021,624.450111770335
1443,Renewable Power,EST,27,27,1995,0.006,2021,3.1101365592698897
1416,Renewable Power,NLD,47,47,1975,0.803,2021,40.1286447353764
1414,Renewable Power,LTU,21,21,2001,0.002,2021,2.038791468251335
1410,Renewable Power,NOR,37,37,1985,0.005,2021,12.217248150234507
1413,Renewable Power,LVA,26,26,1996,0.001,2021,0.965733381196482
1411,Renewable Power,IRL,30,30,1992,0.0050009,2021,10.745017953566158
1541,Renewable Power,ARG,52,52,1970,0.0562418529763792,2021,17.237010217398662
1444,Renewable Power,FIN,32,32,1990,5.156499999999999,2021,22.12849548112706
1417,Renewable Power,MKD,12,12,2010,2.6e-05,2021,0.182447
1471,Renewable Power,BLR,18,18,2004,0.001010101010101,2021,0.7367938866120218
1472,Renewable Power,KAZ,11,11,2011,0.000147,2021,2.9698121974049707
1473,Renewable Power,VNM,17,17,2005,0.05,2021,28.32006951294608
1474,Renewable Power,RUS,32,32,1990,0.065,2021,5.415552
1475,Renewable Power,TKM,12,12,2010,0.0001595,2021,0.00696
1476,Renewable Power,TWN,40,40,1982,0.00828249,2021,12.1424913135
1477,Renewable Power,IRN,23,23,1999,0.035,2021,1.8141265339219357
1422,Renewable Power,ROU,32,32,1990,0.0020627325890483,2021,8.98567631
1478,Renewable Power,THA,35,35,1987,0.00492,2021,21.894992493400004
1466,Renewable Power,MYS,22,22,2000,0.570903,2021,3.1415252930507203
1479,Renewable Power,ISR,21,21,2001,0.01,2021,5.673846680096052
1481,Renewable Power,ECU,18,18,2004,0.00324057,2021,0.51381
1419,Renewable Power,HUN,32,32,1990,0.017,2021,6.661644999999999
1482,Renewable Power,BEL,49,49,1973,0.116,2021,22.403331522035465
1483,Renewable Power,CHL,51,51,1971,0.066,2021,28.531793003650705
1469,Renewable Power,GBR,38,38,1984,0.001010101010101,2021,116.85092
1468,Renewable Power,SAU,14,14,2008,0.000609,2021,0.8304164411949833
1496,Renewable Power,BRA,52,52,1970,0.5146915000000002,2021,143.9974746303295
1467,Renewable Power,LKA,23,23,1999,0.0035,2021,1.5739964624842413
1418,Renewable Power,POL,57,57,1965,0.026,2021,27.768
1480,Renewable Power,QAT,11,11,2011,0.115938,2021,0.123208
1462,Renewable Power,SGP,36,36,1986,0.085,2021,1.1560401267285292
1421,Renewable Power,PRT,57,57,1965,0.207,2021,19.175
1461,Renewable Power,IDN,32,32,1990,1.12742,2021,31.504120000000004
1429,Renewable Power,TUR,57,57,1965,0.1,2021,62.69874446612544
1536,Renewable Power,MEX,49,49,1973,0.161,2021,39.716027733889305
1535,Renewable Power,CAN,46,46,1976,0.707,2021,49.97467794797154
1430,Renewable Power,BGR,18,18,2004,0.001,2021,4.617492930564281
1432,Renewable Power,PER,51,51,1971,0.227,2021,3.256305393311166
1433,Renewable Power,TTO,51,51,1971,0.035,2021,0.004671
1451,Renewable Power,DZA,12,12,2010,0.0091,2021,0.6745
1434,Renewable Power,VEN,12,12,2010,0.00246,2021,0.0974396721311475
1435,Renewable Power,AUT,37,37,1985,0.943327,2021,13.269313393539228
1427,Renewable Power,ISL,53,53,1969,0.001904,2021,5.793941295972691
1450,Renewable Power,KOR,32,32,1990,0.001,2021,40.197559559008
1436,Renewable Power,NZL,57,57,1965,1.348,2021,11.861527496909234
1448,Renewable Power,UKR,24,24,1998,0.003,2021,11.007941616371951
1438,Renewable Power,HRV,30,30,1992,0.006,2021,3.349843064774229
1447,Renewable Power,CHE,44,44,1978,0.098,2021,5.077776052877406
1440,Renewable Power,CYP,18,18,2004,0.000755,2021,0.762248
1441,Renewable Power,CZE,29,29,1993,0.221,2021,8.008094294000001
1446,Renewable Power,DEU,52,52,1970,0.9200201613,2021,217.6
1445,Renewable Power,FRA,56,56,1966,0.39,2021,62.76551996977358
1442,Renewable Power,DNK,44,44,1978,0.003,2021,26.043899128481577
1449,Renewable Power,COL,47,47,1975,0.189,2021,3.197990706038754
1452,Renewable Power,EGY,23,23,1999,0.012,2021,10.45757575757576
1428,Renewable Power,GRC,35,35,1987,0.001,2021,15.81636756805079
1470,Renewable Power,AZE,13,13,2009,0.0021,2021,0.2432
1424,Renewable Power,SVN,23,23,1999,0.031,2021,0.6062190082493125
1425,Renewable Power,ESP,52,52,1970,0.047,2021,95.77512180641308
1454,Renewable Power,ZAF,26,26,1996,0.06,2021,16.518399876468564
1455,Renewable Power,AUS,57,57,1965,0.296,2021,61.33372747587971
1456,Renewable Power,BGD,20,20,2002,0.0001,2021,0.4587911188531168
1457,Renewable Power,CHN,32,32,1990,0.068020202020202,2021,1152.5315789473684
1458,Renewable Power,HKG,16,16,2006,0.000694,2021,0.0844309101268901
1423,Renewable Power,SVK,21,21,2001,0.154,2021,2.7216342085915546
1426,Renewable Power,SWE,52,52,1970,0.13,2021,42.08490300390829
1519,Renewable Power,PAK,22,22,2000,0.9267,2021,5.651599011723648
1459,Renewable Power,ARE,13,13,2009,0.006354,2021,5.150476826923639
1460,Renewable Power,IND,32,32,1990,0.0678893666393666,2021,171.8736725173938
1453,Renewable Power,MAR,22,22,2000,0.064,2021,6.926876279
5227,Salt Production,NLD,18,18,1990,3650000.0,2007,5000000.0
4248,Salt Production,GBR,23,23,1990,6430000.0,2012,6700000.0
5231,Salt Production,NIC,18,18,1990,15000.0,2007,30000.0
4292,Salt Production,PAN,23,23,1990,22000.0,2012,17000.0
4287,Salt Production,MOZ,23,23,1990,40000.0,2012,130000.0
5226,Salt Production,MTQ,18,18,1990,200000.0,2007,200000.0
5222,Salt Production,HND,18,18,1990,30000.0,2007,40000.0
4288,Salt Production,NAM,23,23,1990,157000.0,2012,740000.0
4247,Salt Production,UGA,23,23,1990,5000.0,2012,15000.0
5918,Salt Production,MNE,10,10,2003,33000.0,2012,18000.0
4289,Salt Production,NZL,23,23,1990,80000.0,2012,100000.0
4290,Salt Production,NER,23,23,1990,3000.0,2012,1000.0
5223,Salt Production,JAM,18,18,1990,12000.0,2007,19000.0
4249,Salt Production,VEN,23,23,1990,439000.0,2012,350000.0
5228,Salt Production,NLD,18,18,1990,350000.0,2007,500000.0
4291,Salt Production,PAK,23,23,1990,777000.0,2012,2080000.0
4210,Salt Production,ISR,23,23,1990,426000.0,2012,380000.0
5234,Salt Production,THA,18,18,1990,219000.0,2007,1230000.0
4300,Salt Production,ESP,23,23,1990,3378000.0,2012,4500000.0
4191,Salt Production,MMR,23,23,1990,260000.0,2012,100000.0
4192,Salt Production,CAN,23,23,1990,11300000.0,2012,10800000.0
4193,Salt Production,CPV,23,23,1990,4000.0,2012,1600.0
4211,Salt Production,AGO,23,23,1990,30000.0,2012,40000.0
4194,Salt Production,CHL,23,23,1990,1840000.0,2012,8060000.0
4195,Salt Production,CHN,23,23,1990,20000000.0,2012,70000000.0
4196,Salt Production,CUB,23,23,1990,200000.0,2012,250000.0
4197,Salt Production,JPN,23,23,1990,1380000.0,2012,1000000.0
5849,Salt Production,,11,11,1992,47000.0,2002,42000.0
4199,Salt Production,DNK,23,23,1990,522000.0,2012,600000.0
5393,Salt Production,MRT,16,16,1990,6000.0,2012,700.0
4212,Salt Production,DZA,23,23,1990,222000.0,2012,280000.0
4200,Salt Production,EGY,23,23,1990,989000.0,2012,2900000.0
5396,Salt Production,BOL,16,16,1995,5000.0,2012,1950.0
5502,Salt Production,GEO,14,14,1999,27000.0,2012,29000.0
4202,Salt Production,FRA,23,23,1990,6610000.0,2012,6100000.0
5405,Salt Production,DJI,16,16,1997,272000.0,2012,12000.0
4203,Salt Production,GHA,23,23,1990,50000.0,2012,100000.0
4204,Salt Production,GRC,23,23,1990,150000.0,2012,200000.0
4205,Salt Production,GTM,23,23,1990,181000.0,2012,50000.0
4206,Salt Production,IND,23,23,1990,9503000.0,2012,17002000.0
4207,Salt Production,IDN,23,23,1990,600000.0,2012,700000.0
4208,Salt Production,IRN,23,23,1990,848000.0,2012,3300000.0
4209,Salt Production,IRQ,23,23,1990,250000.0,2012,140000.0
5420,Salt Production,GIN,15,15,1995,25000.0,2012,15000.0
4201,Salt Production,ETH,23,23,1990,110000.0,2012,440000.0
5687,Salt Production,ECU,13,13,1995,224000.0,2007,75000.0
4213,Salt Production,AFG,23,23,1990,10000.0,2012,180000.0
4190,Salt Production,BFA,23,23,1990,7000.0,2012,5000.0
5236,Salt Production,SLV,18,18,1990,8000.0,2007,30000.0
5237,Salt Production,DOM,18,18,1990,11000.0,2007,50000.0
5240,Salt Production,ALB,18,18,1990,85000.0,2007,25000.0
5249,Salt Production,KHM,18,18,1990,40000.0,2008,78000.0
4293,Salt Production,PER,23,23,1990,200000.0,2012,1200000.0
4294,Salt Production,PHL,23,23,1990,490000.0,2012,720000.0
4246,Salt Production,TUR,23,23,1990,1890000.0,2012,5000000.0
4295,Salt Production,POL,23,23,1990,4056000.0,2012,3805000.0
5282,Salt Production,SAU,17,17,1996,140000.0,2012,2000000.0
4245,Salt Production,TUN,23,23,1990,402000.0,2012,1500000.0
4243,Salt Production,JOR,23,23,1990,55000.0,2012,1150.0
5291,Salt Production,NPL,17,17,1990,7000.0,2007,2000.0
4301,Salt Production,LKA,23,23,1990,53000.0,2012,12000.0
4296,Salt Production,PRT,23,23,1990,648000.0,2012,561000.0
4298,Salt Production,SEN,23,23,1990,92000.0,2012,260000.0
4299,Salt Production,ZAF,23,23,1990,728000.0,2012,370000.0
5798,Salt Production,SOM,12,12,1990,2000.0,2001,1000.0
4242,Salt Production,ITA,23,23,1990,4430000.0,2012,2200000.0
4182,Salt Production,COL,23,23,1990,687000.0,2012,400000.0
4183,Salt Production,ARG,23,23,1990,834000.0,2012,1900000.0
4184,Salt Production,AUS,23,23,1990,7230000.0,2012,10800000.0
4185,Salt Production,AUT,23,23,1990,675000.0,2012,1100000.0
4186,Salt Production,BHS,23,23,1990,828000.0,2012,1000000.0
4187,Salt Production,BGD,23,23,1990,350000.0,2012,1410000.0
4188,Salt Production,BRA,23,23,1990,5370000.0,2012,7020000.0
4189,Salt Production,BGR,23,23,1990,93000.0,2012,2100000.0
4297,Salt Production,ROU,23,23,1990,4260000.0,2012,2240000.0
5250,Salt Production,CRI,18,18,1990,40000.0,2007,20000.0
5686,Salt Production,GLP,13,13,1995,200000.0,2007,49000.0
4277,Salt Production,KOR,23,23,1990,617000.0,2012,300000.0
4850,Salt Production,ISL,22,22,1990,3000.0,2012,4500.0
4928,Salt Production,ARM,21,21,1992,50000.0,2012,38000.0
4282,Salt Production,MLI,23,23,1990,5000.0,2012,6000.0
5679,Salt Production,OMN,13,13,2000,12000.0,2012,13000.0
4852,Salt Production,KWT,22,22,1990,30000.0,2012,15000.0
4272,Salt Production,TZA,23,23,1990,39000.0,2012,34000.0
5005,Salt Production,SVN,20,20,1992,9000.0,2012,2000.0
4999,Salt Production,SVK,20,20,1993,70000.0,2012,40000.0
4972,Salt Production,UKR,21,21,1992,4400000.0,2012,5900000.0
5688,Salt Production,TWN,13,13,1990,83000.0,2002,57000.0
4258,Salt Production,KEN,23,23,1990,102000.0,2012,25000.0
4251,Salt Production,YEM,23,23,1990,220000.0,2012,75000.0
4281,Salt Production,MDG,23,23,1990,30000.0,2012,80000.0
4280,Salt Production,LBY,23,23,1990,12000.0,2012,30000.0
4975,Salt Production,TKM,21,21,1992,300000.0,2012,215000.0
297,Salt Production,USA,118,118,1900,4481864.296351451,2017,64268242.74013402
4250,Salt Production,VNM,23,23,1990,340000.0,2012,930000.0
5991,Salt Production,SRB,10,10,2003,78000.0,2012,16500.0
4279,Salt Production,LBN,23,23,1990,3000.0,2012,20000.0
4849,Salt Production,DEU,22,22,1991,14863000.0,2012,11900000.0
4283,Salt Production,MUS,23,23,1990,6000.0,2012,4000.0
4273,Salt Production,SYR,23,23,1990,127000.0,2012,40000.0
4274,Salt Production,CHE,23,23,1990,254000.0,2012,528000.0
4278,Salt Production,LAO,23,23,1990,8000.0,2012,35000.0
5944,Salt Production,KAZ,10,10,2003,287000.0,2012,489000.0
4923,Salt Production,HRV,21,21,1992,29000.0,2012,30000.0
4925,Salt Production,BIH,21,21,1992,70000.0,2012,862000.0
4843,Salt Production,BWA,22,22,1991,3000.0,2012,325000.0
4926,Salt Production,BLR,21,21,1992,360000.0,2012,1700000.0
4276,Salt Production,PRK,23,23,1990,580000.0,2012,500000.0
4286,Salt Production,MAR,23,23,1990,125000.0,2012,725000.0
4978,Salt Production,RUS,21,21,1992,3600000.0,2012,1800000.0
4285,Salt Production,MNG,23,23,1990,17000.0,2012,1100.0
4927,Salt Production,AZE,21,21,1992,50000.0,2012,19000.0
4275,Salt Production,SDN,23,23,1990,68000.0,2012,26300.0
5021,Salt Production,ERI,20,20,1993,26000.0,2012,7500.0
4284,Salt Production,MEX,23,23,1990,7140000.0,2012,10800000.0
296,Sand and Gravel|Construction,USA,118,118,1902,764453.8346984363,2019,1552585443.0379746
298,Sand and Gravel|Industrial,USA,118,118,1902,2063348.8458674608,2019,192804728.2204021
5593,Sensible Heat Storage,USA,13,13,1982,422.0,2018,678031.0
5601,Shale Production,USA,13,13,2007,1293.0,2019,25556.0
475,Silver,PHL,83,83,1922,1.0,2008,12.694
366,Silver,ZAF,103,103,1902,3.9,2004,72.0
498,Silver,COD,78,78,1921,0.2,2001,1.0
116,Silver,JPN,133,133,1874,2.7,2006,19.0
1717,Silver,KOR,51,51,1953,2.0,2003,948.0
3999,Silver,KOR,25,25,1920,1.0,1949,1.0
432,Silver,MMR,89,89,1910,1.4,2004,1.0
2846,Silver,IDN,39,39,1901,2.6,1939,19.0
621,Silver,NAM,67,67,1936,4.0,2008,7.1922
1901,Silver,CHN,43,43,1962,25.0,2004,2450.0
162,Silver,AUS,122,122,1882,2.0,2004,2056.0
477,Silver,NZL,82,82,1891,0.9,2004,52.0
292,Silver Production,USA,119,119,1900,3027.372486969471,2018,1579.6457557706626
