ID,Country Name,Technology Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Code,Unit,Data Source,Spatial Scale,Metric
Nitrogen Fertilizer_Annual Production_NP,Nepal,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,28900,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NP,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NP,Nepal,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NP,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NP,Nepal,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NP,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NL,Netherlands,Nitrogen Fertilizer,435400,456623,474200,527161,561473,684070,849349,954119,892642,956863,1038025,1216594,1211761,1334532,1155309,1297292,1452631,1517645,1612291,1623728,1463377,1504685,1699561,1751267,1565812,1749317,1757400,1836929,1847909,1928000,1820920,1817090,1756260,1748000,1595000,1513000,1586000,1548000,1304000,1137000,1013000,1478365,1427083,1584753,1534664,1536210,1491179,1493790,1397882,1475708,1468636,1650206,1734418,1878333,2022248,2166163,1683800,1553000,1553000,1553000,NL,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NL,Netherlands,Phosphate Fertilizer,182400,159351,191900,203704,201052,204979,251339,273292,283865,275207,294777,351492,349766,337227,179178,273672,331298,414213,363602,327628,324646,344613,386972,400000,360000,325000,334000,378700,378400,365000,424000,292000,321000,382000,338000,271000,402000,343000,182000,188000,174000,112213,158500,166221,204660,171776,168452,120519,105497,136681,122534,112500,100193,113538,126883,140228,93800,69700,69700,69700,NL,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NL,Netherlands,Potash Fertilizer,2600,2568,2500,2514,2506,588,848,951,878,947,1415,3587,195,2601,3085,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,NL,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NC,New Caledonia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NC,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NC,New Caledonia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NC,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NC,New Caledonia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NC,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NZ,New Zealand,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,8000,48200,55000,60000,53000,68000,53100,49600,63000,66000,52300,50900,85000,76900,70000,81000,92500,108000,110400,112100,113994,119960,184454,174012,129765,95020,88790,104934,101600,100000,100000,103400,125100,109400,104500,104000,104000,104000,104000,NZ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NZ,New Zealand,Phosphate Fertilizer,198363,230024,269945,308543,332029,297323,281319,323519,329591,321299,341343,420961,421197,301103,369508,378743,397678,399900,410500,345600,336400,330000,357682,302000,276000,200000,210000,153500,205600,167600,210700,251500,251900,243000,246900,240000,270000,260000,315000,382484,340000,286841,297005,159453,132184,113563,319977,188982,216037,258800,230000,220000,250000,216800,190200,177500,195000,195000,195000,195000,NZ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NZ,New Zealand,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,NZ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NI,Nicaragua,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NI,Nicaragua,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NI,Nicaragua,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NE,Niger,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NE,Niger,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,NE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NE,Niger,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,NE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NG,Nigeria,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,27600,103700,268000,266500,271600,260600,287200,267000,151400,138000,114300,41200,71000,70000,,,0,0,0,0,,,,54743,31998,65940,170159,108000,78200,129605,319700,653349.5,724300,724300,724300,NG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NG,Nigeria,Phosphate Fertilizer,,,,,,,,,,,,,,,1000,3000,4100,3900,5700,5200,9500,7000,4200,5000,5000,700,25100,48000,52000,56000,58000,84000,63000,6300,900,9500,5000,10500,,,,0,0,0,0,,,,24108,5100,5738,6376,0,0,0,0,0,0,0,0,NG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NG,Nigeria,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,NG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MK,North Macedonia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11210,7875,6000,6500,6500,7000,3000,,,,,,,,,,,,,,,0,,0,0,0,0,MK,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MK,North Macedonia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600,8106,6331,8000,7000,7000,7500,7000,,,,,,,,,,,,,,,0,,0,0,0,0,MK,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MK,North Macedonia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,MK,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_NO,Norway,Nitrogen Fertilizer,285600,295608,322120,329600,355300,347600,358800,373700,371100,369800,383400,395700,444700,390200,356100,337000,335600,443600,452400,427700,424000,458000,494100,478600,408300,384100,425900,450700,494000,517400,440000,491000,537000,549000,595000,595000,570000,470000,510000,618000,579000,459180.01,433288.85,454405.69,420185.72,497047.53,521170.34,499168.56,341414.2,516685.12,504870.84,511352.96,581576.04,549618.42,589343.03,534248.27,570914.87,637166.46,615440.31,630373.59,NO,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_NO,Norway,Phosphate Fertilizer,50300,46566,57937,62600,70500,77100,84100,87300,98300,105700,111400,130400,128300,127300,113700,125300,126400,140800,146300,142700,147500,162600,163300,164000,165300,151100,168100,195900,229900,228700,221000,215000,203000,207000,236000,265000,236000,194000,245000,248000,237000,278864.77,288523.24,311140.87,291914.46,323747.33,321387.82,325323.49,206690.74,311655.31,297976.14,324393.01,361899.97,366613.85,350198.33,342526.93,357710.5,360924.27,374830.1,359195.78,NO,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_NO,Norway,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_OM,Oman,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.56,21.16,47.98,377650.3,850469.73,869837.01,859029.06,1124109.63,1507186.8,1187074.16,1371544.21,1716565.47,686624.25,1230081.7,1298430.41,1508499.85,1603837.27,1603837.27,1603837.27,OM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_OM,Oman,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_OM,Oman,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PK,Pakistan,Nitrogen Fertilizer,13906,41460,45269,48141,47132,51961,49819,50474,129588,128822,215623,272993,298523,320045,316456,312129,310983,336675,398700,579954,715040,900362,1014568,1027901,1033104,1117710,1097117,1112485,1156315,1119737,1056798,1227280,1565916,1603100,1689977,1681520,1660523,1795156,2039300,2053800,2128010,2192000,2260071,2267285,2424785,2464737,2442411,2544878,2579587,2707356,2613167,2235192,2455549,2621809,2927796,3213797,3063037.07,3063037.07,3208561,3370461,PK,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PK,Pakistan,Phosphate Fertilizer,1442,1108,1205,1467,1438,724,2894,2589,4185,4515,4946,8222,4076,5706,10624,11893,13619,27229,49779,57696,66903,73586,91808,89954,146037,95993,98246,100580,105116,104700,106019,104784,92933,105800,96076,80560,67454,90753,223400,243800,129950,111000,143760,301051,343937,323539,292623,330510,376066,410965,441894,401228,462928,458807,544531,536628.79,541984.84,541984.84,511597,571890,PK,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PK,Pakistan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,13000,21000,15000,10000,13000,10000,10000,12000,10000,7500,9606,12186,12987,11683.16,10271.44,10271.44,18205,18833,PK,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PA,Panama,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PA,Panama,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PA,Panama,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PG,Papua New Guinea,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PG,Papua New Guinea,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PG,Papua New Guinea,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PY,Paraguay,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PY,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PY,Paraguay,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PY,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PY,Paraguay,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PY,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PE,Peru,Nitrogen Fertilizer,43546,46978,47000,47009,43416,20200,22300,30645,32934,19700,24636,22258,21120,20005,33627,54952,68831,70659,66866,73812,86079,76502,31000,64800,67400,86279,65911,81814,36153,32566,19992,10100,11130,14000,15900,12600,11500,3000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PE,Peru,Phosphate Fertilizer,30386,32059,25000,19282,19408,20000,9000,7955,6955,6500,3990,4203,2961,5900,3601,3974,4257,4473,3903,3949,3978,3332,2232,1330,7232,4000,4100,4720,3998,4713,3000,3500,1100,1684,1000,2400,2500,3000,3700,3328,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PE,Peru,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PH,Philippines,Nitrogen Fertilizer,7656,7656,8000,9000,10100,21000,43568,45634,53459,47715,58600,55400,53496,53419,62100,48400,37909,45705,35500,34000,41061,17500,23700,15600,88902,119900,122750,127780,126981,145700,152600,142300,157600,168806,215301,255703,212985,184561,190116,168322,189129,207839,157353,135343,138545,117025,111400,39451,27890,5224,93124,143919,46027,46839,45734,50163.28,68167.1,93485.74,26461.23,65041.43,PH,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PH,Philippines,Phosphate Fertilizer,5048,5048,5000,7500,9000,16000,21752,36051,39000,41000,41700,41800,41047,42146,31200,31000,29254,36148,38800,37000,38154,18870,24071,14249,109588,256100,195040,198525,191026,199000,190100,183200,184900,205119,264446,273308,217131,192692,184686,150130,170251,193658,164874,136518,133393,136638,141990,36250,27905,5635,116200,145483,45862,46079,27768.27,39754.62,69776.24,92163.95,28649.14,65435.85,PH,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PH,Philippines,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42702,43118,13702,42700.37,44083.59,72320.55,22741.75,53901.22,PH,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PL,Poland,Nitrogen Fertilizer,281768,307806,329607,359449,394478,462388,593634,758945,937753,1029879,1080755,1147276,1365588,1457470,1532601,1548136,1520932,1470189,1375562,1290010,1273544,1297725,1341528,1369302,1253692,1445231,1543146,1613752,1627407,1232700,1138871,1152000,1190181,1354300,1575126,1548000,1557400,1575600,1359500,1496500,1569729,1305000,1626000,1644000,1735000,1714000,1833000,1716000,1545000,1637000,1766000,1880000,1834000,1948991,2010160,1966820,2057909,2023411,2006141,2098027,PL,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PL,Poland,Phosphate Fertilizer,235324,265020,269542,314180,344753,364157,380298,474413,533646,599238,705588,763040,813641,823231,929394,928298,966245,1026387,931026,842517,866104,868000,871449,868033,888783,947859,942492,960800,948800,472700,252654,329017,281000,327791,496000,442000,473600,480200,473000,432100,467906,527000,553000,594000,596000,595000,648000,536000,241000,486000,538000,474000,372000,413329,475265,475114,469098,441591,474011,449626,PL,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PL,Poland,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000,265000,366000,313000,293000,349000,308000,190000,330000,330000,347000,306000,301282,383140,399368,430311,420665,420802,380917,PL,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PT,Portugal,Nitrogen Fertilizer,54945,60645,96841,114953,120027,103666,119159,136947,118623,95545,122553,149900,164000,191000,203000,179453,207952,188575,205890,171504,180973,141760,108679,130000,164000,166000,171100,158900,153900,158300,109000,88000,100000,99000,124000,135000,143000,134000,121000,125000,127100,157000.77,152739.5,148478.22,144216.94,139955.67,168465.96,143489.43,73613.51,111061.11,124766.43,117560.29,91240.94,114383.64,113688.18,109991.95,113186.47,70024.68,70024.68,70024.68,PT,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PT,Portugal,Phosphate Fertilizer,81969,75459,65496,89306,74139,75497,77405,85932,83969,54975,59070,88700,90000,86300,82400,97208,97864,103319,115330,102152,93941,90350,79000,75600,81000,69800,79600,60800,76700,63300,31000,52000,61000,56000,56000,57000,56000,62000,57000,54000,56000,87069.99,78576.48,70082.97,61589.47,53095.96,18535.7,51908.24,18818.6,50098.6,55129.62,51687.52,41969.64,47030.62,48876.14,48743.3,46764.83,48062.06,48062.06,48062.06,PT,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PT,Portugal,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_QA,Qatar,Nitrogen Fertilizer,,,,,,,,,,,,,14000,55453,87000,95200,75900,104000,228600,286100,264500,304700,315249,337640,342170,343570,337594,358800,358100,350106,367400,379914,379600,394600,407600,400300,672300,767000,757160,748420,771600,798698,818892,1029802,1370248,1338140,1363440,1378620,1379080,1384600,1479820,2095300,2870000,2971680,2822560,3099940,2502400,2937100,2937100,2937100,QA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_QA,Qatar,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,QA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_QA,Qatar,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,QA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KR,Republic of Korea,Nitrogen Fertilizer,36413,38000,38023,64916,74997,80863,154300,301900,366600,400500,408000,418200,447200,513100,579200,535300,635900,751000,786400,688400,666000,615500,580300,659900,665100,656900,593700,678800,622900,611900,577500,623300,621400,669000,617000,663000,695000,525000,557787,519695,468610,636959,618500,687183,766632,583922,629473,594248,496590,529531,497659,476530,439881,380208,334296,350224,406383,403231,404045,367726,KR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KR,Republic of Korea,Phosphate Fertilizer,,,,,,16631,21200,121200,145900,139600,134900,159300,159300,166200,191300,214800,281800,389100,488614,494000,323700,447100,457500,487500,512000,494000,510300,503400,446800,515817,367500,421800,438000,447000,421000,409000,438000,421000,421547,421830,384869,352938,368684,377192,372918,368688,389661,350673,224140,284169,262656,245514,258299,277489,259248,258768,266424,270275,263778,260794,KR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KR,Republic of Korea,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159919,170526,179057,168088,166058,KR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_MD,Republic of Moldova,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,MD,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_MD,Republic of Moldova,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,MD,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_MD,Republic of Moldova,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,MD,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_RO,Romania,Nitrogen Fertilizer,823000,43950,84850,107981,166307,264236,372262,420714,493636,646917,826836,874000,854000,980000,1292000,1331000,1381000,1723000,1738000,1707000,1822000,2008000,2091000,2212000,2197000,1900000,1916000,1920000,2035000,1250000,860000,1084360,1008759,926400,1227000,1250000,663700,314096,517700,868995,810762,762800,715200,941400,1170700,970400,991000,898000,909300,656664.9,588155.47,595484.95,673083.75,707853.39,406330.76,326741.41,395367.14,450224.83,802335,1205134,RO,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_RO,Romania,Phosphate Fertilizer,228000,86597,99759,111323,126465,155112,164672,181834,221418,244176,244664,312619,361000,404000,404000,493000,548000,660000,709000,687000,717000,750000,733000,765000,766000,790000,690000,700000,647700,413000,228000,260137,246446,206926,197000,202000,135800,96180,111200,99223,82202,73200,70300,65000,105000,78400,68000,60000,70000,80000,80000,114000,65804.7,59140.95,71691.45,70770.6,68106.75,81508.05,81508.05,81508.05,RO,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_RO,Romania,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RO,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_RU,Russian Federation,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5825000,4805000,4129000,4856000,4900000,4094700,4135000,4966100,5451900,5874000,5968000,5995000,6591000,6725000,6830000,7203000,6890000,5463668,7583682,7776514,7706191,8237800,8216800,8732400,9474800,10052200,10421300,10913200,11189700,RU,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_RU,Russian Federation,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,2511800,1716000,1933000,1575000,1853000,1688000,2017000,2319800,2402200,2513000,2593000,2802000,2766000,2766000,2807000,2571000,1111416,2576658,2343370,2157688,3053100,3065800,3319200,3576000,3865500,3992600,4115200,4246600,RU,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_RU,Russian Federation,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454200,2628000,2498200,2814000,2618000,3403000,3461000,4050000,3716000,4257600,5080000,5465000,6405000,7131000,6610000,7277000,6738000,4145250,6662640,7088670,6008250,7150000,8441000,8093900,7770000,8649400,8547600,8675000,9477000,RU,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_RW,Rwanda,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,RW,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_RW,Rwanda,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,RW,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_RW,Rwanda,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,RW,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_KN,Saint Kitts and Nevis,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_KN,Saint Kitts and Nevis,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_KN,Saint Kitts and Nevis,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_LC,Saint Lucia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,LC,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_LC,Saint Lucia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,LC,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_LC,Saint Lucia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,LC,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_WS,Samoa,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,WS,metric tons,FAOSTAT,National,Annual Production
